Entity,average_probability,bins
the Saracens team,2740,Bin 2
One in three Palestinians,2730,Bin 2
no real bearing on the real world,2720,Bin 2
American aid efforts,2690,Bin 2
a mechanical desk,2680,Bin 2
West Germany Konrad Adenauer,2620,Bin 2
a bold and controversial move,2620,Bin 2
the horizontal bar event,2620,Bin 2
the market's collapse,2610,Bin 2
a transfusion of contaminated blood,2540,Bin 2
a concert artist and composer,2480,Bin 2
a power-sharing administration,2460,Bin 2
the Islamic Court Union,2450,Bin 2
its own in-house production facilities,2440,Bin 2
their offensive plans,2430,Bin 2
her Olympic exploits,2410,Bin 2
two series of tax-exempt bonds,2410,Bin 2
U.S. car and truck sales,2390,Bin 2
"Utility stocks, on the other hand",2370,Bin 2
Generalizations about value,2300,Bin 2
those details when we have them,2290,Bin 2
Convent Thoughts,2190,Bin 2
the small town of Vinci,2140,Bin 2
the mellow drama,2120,Bin 2
Future Imagery Architecture,2100,Bin 2
the Rafida,2100,Bin 2
incidental items only,1940,Bin 2
settlers from the Connecticut Colony,1940,Bin 2
pickups Sunday,1880,Bin 2
Eversel,1880,Bin 2
many Japanese trading companies,1840,Bin 2
"a twin sister, the chaste huntress Artemis",1840,Bin 2
A European diplomatic source,1760,Bin 2
San Francisco for a fund-raiser,1760,Bin 2
the tropical cyclone belt,1680,Bin 2
privatdozent in philosophy,1670,Bin 2
the Quebec issue,1670,Bin 2
Recent tour-mates,1660,Bin 2
adult film viewers,1650,Bin 2
multiple landslide deposits,1580,Bin 2
Erwin Ringel,1580,Bin 2
Seljuk power,1580,Bin 2
Northwich and Ellesmere Port,1550,Bin 2
the Carpenter government,1520,Bin 2
England coach Martin Johnson,1450,Bin 2
Ali Duba,1450,Bin 2
a stop in downtown Calgary,1440,Bin 2
1983 Contest,1380,Bin 2
boycott one company,1370,Bin 2
carinal canals,1370,Bin 2
Types of bipedal movement,1370,Bin 2
an unincorporated community in Pittsylvania County,1360,Bin 2
the nation's revival,1350,Bin 2
the week that ended Wednesday,1350,Bin 2
a collaboration with Janet Jackson,1290,Bin 2
the Shanghai property market,1290,Bin 2
valuable signings,1260,Bin 2
the NPA presence,1190,Bin 2
a press conference held by the Information Office of the State Council,1180,Bin 2
a small bell turret,1150,Bin 2
an alternative school educator,1130,Bin 2
composers of the Ars subtilior,1130,Bin 2
Gordon Zahler,1130,Bin 2
Foreign rights groups,1120,Bin 2
the Indian Ocean from Reunion,1110,Bin 2
the OPEC oil producers' cartel,1100,Bin 2
chancellor of Sharif University of Technology,1030,Bin 2
the largest professional wrestling promotion in the world,1030,Bin 2
the original GATT members,1030,Bin 2
the Iraqi grid,1020,Bin 2
the USAC Championship Car series,1010,Bin 2
Ricky's help,995,Bin 2
European Central Bank chief Jean-Claude Trichet,934,Bin 2
North Korea's political climate,929,Bin 2
Azucena in Verdi's Il Trovatore,921,Bin 2
its two-day loss,919,Bin 2
Ascot Park railway station,919,Bin 2
The Battle of Britain Monument in London,916,Bin 2
no designation from the IATA,915,Bin 2
"The symbolic title of ""Fall Champions """,910,Bin 2
the newly released papers,909,Bin 2
Shockacon,887,Bin 2
The Israeli Manufacturers' Association,822,Bin 2
the Shire of Northern Grampians,821,Bin 2
Elgin enterprise,821,Bin 2
Westlife's music,813,Bin 2
fall hunting dates,802,Bin 2
lower wages than their American counterparts,798,Bin 2
"MTV, Mad",796,Bin 2
"philosophy, English literature and Arabic",778,Bin 2
Australian and New Zealander soldiers,777,Bin 2
the idea of assisting their friends in the west,757,Bin 2
The Mali football federation,733,Bin 2
Iraqi Prime Minister Allawi,726,Bin 2
a German football coach and a former player,719,Bin 2
its deepest political crisis,709,Bin 2
the contest months,703,Bin 2
Replacement bocce balls,695,Bin 2
the usual collaborators,694,Bin 2
many of the township's roads,687,Bin 2
Some early selling,676,Bin 2
the International Rules series in Ireland,667,Bin 2
Kingswood Grammar School,659,Bin 2
a French signal,655,Bin 2
the BP-leased Deepwater Horizon rig,653,Bin 2
the Leinster winners,647,Bin 2
Hobbit Day yesterday,629,Bin 2
his son Ranald,620,Bin 2
Palin's office,614,Bin 2
Aceh governor Irwandi Yusuf,613,Bin 2
A fifth strikeout,612,Bin 2
a similar restructuring plan,588,Bin 2
the AHL's Binghamton Senators,586,Bin 2
St. Charles Car Company,584,Bin 2
the gymnasium in Gotha,575,Bin 2
the likes of Peres,571,Bin 2
"social exchange theory, equity theory, relational dialectics, and attachment styles",569,Bin 2
co-director Ron Clements,561,Bin 2
California's roads and bridges,559,Bin 2
the word meze,555,Bin 2
"Winchester School and Trinity College, Cambridge",552,Bin 2
the amended certifications,551,Bin 2
An Italian foreign ministry official,533,Bin 2
Soft eye shields,532,Bin 2
RB Rudi Johnson,480,Bin 2
the MCC name,458,Bin 2
Occupied Flanders,456,Bin 2
various world championships and Olympic Games,450,Bin 2
the resolution approved Thursday,434,Bin 2
the tide against extremism,378,Bin 2
the Jacobite Syriac Orthodox church,368,Bin 2
Abba-Zabas,356,Bin 2
The only homers,344,Bin 2
Rafael Palmeiro of the Baltimore Orioles,341,Bin 2
the first Albion player,340,Bin 2
a county emergency official,328,Bin 2
a roundabout dog,327,Bin 2
financially weaker countries,325,Bin 2
"the Merthyr, Tredegar and Abergavenny Railway",322,Bin 2
a youth camp in Little Rock,320,Bin 2
the planned protest route,305,Bin 2
the family Limapontiidae,297,Bin 2
United States Senator Chuck Grassley of Iowa,295,Bin 2
A team of US Air Force experts,293,Bin 2
Belfast Car Ferries,288,Bin 2
USA Stan Smith,282,Bin 2
Alberta Party supporters,277,Bin 2
an ultimatum by Napoleon,277,Bin 2
ECFA issues,271,Bin 2
The three female nominees,263,Bin 2
The Elwha Ecosystem Restoration project,246,Bin 2
Newport Stadium in Newport,245,Bin 2
the main-stream Hinduism,241,Bin 2
engineering and medical troops,241,Bin 2
Caloundra in southern Queensland,241,Bin 2
Bandra in suburban Mumbai,238,Bin 2
chef de mission Craig Hunter,238,Bin 2
Collie and Dardanup,232,Bin 2
Georgetown across the Potomac River,229,Bin 2
Janie's performance,224,Bin 2
a one-year exclusivity deal,221,Bin 2
DeLay's wife,219,Bin 2
this Panhandle city,218,Bin 2
Swidwin County,216,Bin 2
The brokers' hope,207,Bin 2
The roasting smell,207,Bin 2
the neighboring Bedouin tribes,206,Bin 2
"not an adequate strategic partner """,198,Bin 2
her small trading business,195,Bin 2
the temperate and tropical parts of Eurasia and parts of Australasia,192,Bin 2
Other resistance welding methods,188,Bin 2
Mike's wines,185,Bin 2
the first Keeper of Indian art,173,Bin 2
"The UN's human rights chief, Navi Pillay",171,Bin 2
the farthest upstream Mississippi River port capable of handling Panamax ships,169,Bin 2
"other, far-reaching repercussions",168,Bin 2
"The McLean, Va., company",166,Bin 2
The Faroe Islands National Art Museum,165,Bin 2
guiding Derby County,164,Bin 2
The journalistic consensus,161,Bin 2
a modest wedding breakfast,161,Bin 2
an anti-terrorist officer,159,Bin 2
Fairfax Public Access (FPA),141,Bin 2
a vocal critic of the South African apartheid regime,140,Bin 2
Democrat Senator Jack Reed,137,Bin 2
"almost every major genre, including symphony, opera, the solo concerto, chamber music including string quartet and string quintet, and the piano sonata",135,Bin 2
Holy Roar-a,133,Bin 2
The Drozd system,130,Bin 2
Jim Rodford of The Kinks,130,Bin 2
The earliest evidence of wild barley in an archaeological context,128,Bin 2
the Peruvian effort,127,Bin 2
Gros and Delaroche,127,Bin 2
a village and municipality in the Lerik Rayon of Azerbaijan,126,Bin 2
a sketchy education,121,Bin 2
The Qishla of Mecca,120,Bin 2
provincial rugby union teams in South Africa,118,Bin 2
"Rypin County, Kuyavian-Pomeranian Voivodeship, in north-central Poland",118,Bin 2
investors holding foreign money,117,Bin 2
No amount of scrimping and saving,114,Bin 2
Ken Olsen at DEC,112,Bin 2
The Excession of the title,110,Bin 2
Jonathan Ross and Paul Gambaccini,106,Bin 2
the Victoria Aces,106,Bin 2
fossils of Mesozoic mammals and their immediate ancestors,96,Bin 2
Ruslan Ponomariov and Veselin Topalov,95,Bin 2
"China's top political advisor, Jia Qinglin",92,Bin 2
Holmger Knutsson,91,Bin 2
an ailing soprano,86,Bin 2
a Relevos Suicidas match,77,Bin 2
Siskund,74,Bin 2
The Ordovician Bald Eagle Formation,72,Bin 2
Iraqi museum workers,71,Bin 2
The parasite Samson,71,Bin 2
the series' second soundtrack,70,Bin 2
Angelica Balabanov,62,Bin 2
retail group Parkson,62,Bin 2
am the German Schutzpolizei,61,Bin 2
the Richard Rodgers/Stephen Sondheim,60,Bin 2
Wall Street Journal columnist James Taranto,59,Bin 2
numerous suspected insurgents,57,Bin 2
Modern attention to domestic violence,54,Bin 2
the Cleveland suburb of Kirtland,54,Bin 2
Opole-Raciborz,52,Bin 2
his cramped surroundings,46,Bin 2
officer Matthew Schofield,43,Bin 2
a screenplay written by Steve Tesich,43,Bin 2
Kohalla Bridge,42,Bin 2
Arechis I of Benevento,42,Bin 2
El fogon de los gauchos,42,Bin 2
executive chairman of Rothschild International,40,Bin 2
"Eurasia east to Western Siberia, south to Algeria and on the Atlantic islands",37,Bin 2
the Autobianchi badge,35,Bin 2
joint commendations,32,Bin 2
ABC's John Martin,32,Bin 2
Former immigration minister Judy Sgro,32,Bin 2
ACC referee Ron Cherry,31,Bin 2
The two tendons concerned,31,Bin 2
The Elihu Benjamin Washburne House,31,Bin 2
an Episcopium,30,Bin 2
This much acclaimed masterpiece,30,Bin 2
a hilly plateau between the Tonle San and Tonle Srepok rivers,29,Bin 2
an American landscape painter and author of illustrated works of cultural history and folklore,29,Bin 2
"sparkling wine, such as Spanish cava",28,Bin 2
"Creswell, Munsell, Fultz & Zirbel",28,Bin 2
a passport or permanent residency which would allow them to play with Israeli status,27,Bin 2
Jan Nieszkowski,26,Bin 2
KKR's name,26,Bin 2
this Mandelson,25,Bin 2
an Aguero header,24,Bin 2
moshav Shibolim,23,Bin 2
the Philadelphia Growl,23,Bin 2
"The Maharajah of Baroda, Sir Sayajirao Gaekwad III",22,Bin 2
The key U.S. and foreign annual interest rates below,21,Bin 2
"a variety of weapons, outdoor survival skills",20,Bin 2
Quirino's party,20,Bin 2
"native originally of South Africa, Madagascar, and Asia",20,Bin 2
The ruffly bits,19,Bin 2
the shmoo's comic book adventures,19,Bin 2
the CBBC show Trapped,18,Bin 2
the era in which we are seeing military coups as a means of political transition rather than democratic elections,18,Bin 2
"several world class golf courses including Pezula Golf Course, Simola Golf Course and the well established Knysna Golf Course",16,Bin 2
an unstable talus slope,10,Bin 2
The Society of Olive Oil Producers of Baetica,10,Bin 2
two clear roads,10,Bin 2
The head of an Ayllu,10,Bin 2
Aizutakada,10,Bin 2
Port Sudan on the Red Sea via Khartoum,10,Bin 2
a man capable of being dangerous,10,Bin 2
"the European Quarter of Strasbourg, France",10,Bin 2
One subspecies of Tiliqua scincoides,9,Bin 2
FBI Special Agent Emma Hollis,9,Bin 2
a ton of polo shirts,9,Bin 2
industrialist and newspaper proprietor William Martin Murphy,9,Bin 2
the old hotel zone,9,Bin 2
Gandhi's breakthrough,9,Bin 2
a modest banker,9,Bin 2
The cities of Alma and St. Louis,9,Bin 2
"a criminal soul mate, whose greed and dishonest inventiveness equaled his own",9,Bin 2
Bearings taken by Pan American Airways stations,9,Bin 2
the Michael Jackson trial in California,9,Bin 2
their efforts to prove their claim to Rancho La Brea,9,Bin 2
a James Milner own goal,9,Bin 2
Reuben Fine and Harry Golombek,9,Bin 2
Samachar Darpan Samachar Darpan,9,Bin 2
forecast in the statement,9,Bin 2
Net loss for the three months to June,9,Bin 2
the destruction of the ancient city of Madurai,9,Bin 2
"rain giving way to dry, warmer weather",8,Bin 1 (Lowest)
Austrian and international films,8,Bin 1 (Lowest)
the censorship of cyberspace,8,Bin 1 (Lowest)
the neighbouring town of Lannion,8,Bin 1 (Lowest)
the house to the plant,8,Bin 1 (Lowest)
recovery in Germany and France,8,Bin 1 (Lowest)
General William McEntyre Dye and two other military instructors,8,Bin 1 (Lowest)
Many Emancipados,8,Bin 1 (Lowest)
Ephesian Artemis Artemis,8,Bin 1 (Lowest)
response to the allegations in the report,8,Bin 1 (Lowest)
Good Counsel in the final,8,Bin 1 (Lowest)
Jared Taylor and Sam Francis,8,Bin 1 (Lowest)
cooperation from Yemen,8,Bin 1 (Lowest)
Top-seeded Lee Chong Wei of Malaysia,8,Bin 1 (Lowest)
The distinctive carriages,8,Bin 1 (Lowest)
"some unstable, or radioactive, isotopes",8,Bin 1 (Lowest)
nearly half of all civilian deaths,8,Bin 1 (Lowest)
Project Gutenberg and the University of Virginia,8,Bin 1 (Lowest)
Republic chief executive Bryan Bedford,8,Bin 1 (Lowest)
"Iran, the U.S., Russia and France",8,Bin 1 (Lowest)
the ruling criminal regime,8,Bin 1 (Lowest)
a rejection of revelation and miracles,8,Bin 1 (Lowest)
the predominant Muslim north,8,Bin 1 (Lowest)
Argentine authorities in Comodoro Rivadavia,8,Bin 1 (Lowest)
Bae Yong Joon's KeyEast Entertainment company,7,Bin 1 (Lowest)
"the country, hurt soldiers' morale",7,Bin 1 (Lowest)
Ilkley passing nearby,7,Bin 1 (Lowest)
"a German ""grand, heroic, romantic ""opera by Carl Maria von Weber, first",7,Bin 1 (Lowest)
a scholarship at Iona College,7,Bin 1 (Lowest)
"American Sign Language, or ASL, for a time",7,Bin 1 (Lowest)
special diplomatic plates,7,Bin 1 (Lowest)
His only other love affair during this period,7,Bin 1 (Lowest)
A fifth synagogue,7,Bin 1 (Lowest)
a fourth consecutive overall victory,7,Bin 1 (Lowest)
Al-Dhahabi in his Talkhis al-Mustadrak,7,Bin 1 (Lowest)
"The area around the towns of Mikulov, Znojmo, Velke Pavlovice",7,Bin 1 (Lowest)
an attempt at psychological intimidation,7,Bin 1 (Lowest)
just one State in the USA,7,Bin 1 (Lowest)
"the capital cities of two U.S. states, Ohio and South Carolina",7,Bin 1 (Lowest)
a Norwegian football (soccer) player,7,Bin 1 (Lowest)
western North America three beetles,7,Bin 1 (Lowest)
the use of ultrasonography or auscultation of the heart sounds,7,Bin 1 (Lowest)
one of the few Kiss songs written by Gene Simmons and Paul Stanley together,7,Bin 1 (Lowest)
even the Red Delicious,7,Bin 1 (Lowest)
the shadowy insurgents,7,Bin 1 (Lowest)
the immensely popular musical Joseph and the Amazing Technicolor Dreamcoat,7,Bin 1 (Lowest)
director of the National Economic Council Lawrence H. Summers,7,Bin 1 (Lowest)
"a houseplant given sufficient temperature, soil moisture and humidity",7,Bin 1 (Lowest)
St. Trudpert's Abbey (Kloster St. Trudpert),7,Bin 1 (Lowest)
the Advancement of Science and the Franklin Institute,6,Bin 1 (Lowest)
the transfer of Dempsey,6,Bin 1 (Lowest)
a search for another school,6,Bin 1 (Lowest)
education of the medium,6,Bin 1 (Lowest)
inmates in more than seven Georgia prisons,6,Bin 1 (Lowest)
Albany County Republican Chairman Joseph C. Frangella,6,Bin 1 (Lowest)
Beltran Leyva leaders or operatives,6,Bin 1 (Lowest)
the national power grid on Friday,6,Bin 1 (Lowest)
"his own band, Rich Kids",6,Bin 1 (Lowest)
the oldest stone curved bridge,6,Bin 1 (Lowest)
"a powerful government to ""step forward when giving directions ""and organize",6,Bin 1 (Lowest)
"Eric Mink, writing for the New York Daily News",6,Bin 1 (Lowest)
A Google departure,6,Bin 1 (Lowest)
a noble in the States-General,6,Bin 1 (Lowest)
"wolves, lynxes and eagle owls",6,Bin 1 (Lowest)
Estadio Jose Duarte de Paiva,6,Bin 1 (Lowest)
the Jain scholar Shrimad Rajchandra,6,Bin 1 (Lowest)
Russian influence and trade,6,Bin 1 (Lowest)
E.ON's chief operating officer,6,Bin 1 (Lowest)
China II as the villainous General Lan,6,Bin 1 (Lowest)
his future and the future of the country,6,Bin 1 (Lowest)
the snail's throat,6,Bin 1 (Lowest)
the character Donnie Brasco,6,Bin 1 (Lowest)
"President of Drexel University in Philadelphia, Pennsylvania",6,Bin 1 (Lowest)
a Dutch microbiologist and biochemist,6,Bin 1 (Lowest)
Mock gold ingots,6,Bin 1 (Lowest)
an English Bishop Henry of Uppsala,6,Bin 1 (Lowest)
King James VI to Catholicism,5,Bin 1 (Lowest)
"movies like Johnny Guitar, Vera Cruz and Bad Day at Black Rock",5,Bin 1 (Lowest)
today's Internet attackers,5,Bin 1 (Lowest)
Xiang's capital of Pengcheng,5,Bin 1 (Lowest)
"The Gandhara kingdom of the northwest, and the legendary Gandhara peoples",5,Bin 1 (Lowest)
some of the most talented young guitarists,5,Bin 1 (Lowest)
NATO's Partnership for Peace (PiP) program,5,Bin 1 (Lowest)
the battle in heaven he has provoked,5,Bin 1 (Lowest)
few economic policy changes,5,Bin 1 (Lowest)
a dictatorship conserving some of the liberties and mechanisms of democracy,5,Bin 1 (Lowest)
Passignano and Giuseppe,5,Bin 1 (Lowest)
a team that looked carefully at the issue,5,Bin 1 (Lowest)
all kinds of housing structures,5,Bin 1 (Lowest)
"the first inning, that scored a run",5,Bin 1 (Lowest)
the overthrow of the Swiss Confederation and the establishment of the Helvetic Republic,5,Bin 1 (Lowest)
the divisions that led to the war,5,Bin 1 (Lowest)
A modern dial tone,5,Bin 1 (Lowest)
a hero in the eyes of many post-War Italian fascists,5,Bin 1 (Lowest)
a single-A-minus rating,5,Bin 1 (Lowest)
"Goldman's lawyer, Patricia Apy",5,Bin 1 (Lowest)
Sony Pictures due to their desire to change the title,5,Bin 1 (Lowest)
four years of little success,5,Bin 1 (Lowest)
"chronic progressive lymphedema, a disease with clinical signs that include progressive swelling, hyperkeratosis and fibrosis of distal limbs that is similar to chronic lymphedema in humans",5,Bin 1 (Lowest)
a result of your ultimatum,5,Bin 1 (Lowest)
The Church of Ireland parish church at the lower end,5,Bin 1 (Lowest)
European and Turkish firms,5,Bin 1 (Lowest)
every citizen who had not fled,5,Bin 1 (Lowest)
the Spaniards of treason,5,Bin 1 (Lowest)
"an American poet, an active proponent of the Confederate States of America, and a Roman Catholic priest",5,Bin 1 (Lowest)
"an English mathematician, now remembered mostly for his books, some of which broke new ground in their coverage in English of topics from mathematical analysis",5,Bin 1 (Lowest)
dysfunctional approaches that are intended to help but in fact,5,Bin 1 (Lowest)
our resolve to remain a force for peace and for stability,5,Bin 1 (Lowest)
terms of its righteousness,5,Bin 1 (Lowest)
the formerly moribund team,5,Bin 1 (Lowest)
The heat treatment process for most steels,5,Bin 1 (Lowest)
"Pennsylvania, Michigan, Colorado, Ohio and New York",5,Bin 1 (Lowest)
"the city, Giovanni Domenico Ferretti",5,Bin 1 (Lowest)
Glenn Ford and Nancy Kwan,5,Bin 1 (Lowest)
the Kannada Kanva for his guardianship of Kannada Literature,4,Bin 1 (Lowest)
the families of the victims of the Dirty War,4,Bin 1 (Lowest)
Her Secondary and Higher secondary studies,4,Bin 1 (Lowest)
favor of Bob Stanley,4,Bin 1 (Lowest)
a daily earthquake response,4,Bin 1 (Lowest)
"Julie Chen, Sharon Osbourne, Holly Robinson Peete, and Leah Remini",4,Bin 1 (Lowest)
clusters of ovaries,4,Bin 1 (Lowest)
rats and mice of the genera,4,Bin 1 (Lowest)
the eve of deploying to Afghanistan,4,Bin 1 (Lowest)
Harold Foster's comic strip,4,Bin 1 (Lowest)
one line of his mother,4,Bin 1 (Lowest)
A group of Coptic youth,4,Bin 1 (Lowest)
those produced in Cebu making it to export markets around the world,4,Bin 1 (Lowest)
Sandra Stevens (later of Brotherhood of Man) and then Lyn Paul (her future colleague in The New Seekers),4,Bin 1 (Lowest)
the transitional government side,4,Bin 1 (Lowest)
"a play on words referring to Manchester City's fan anthem, Blue Moon",4,Bin 1 (Lowest)
Bayreuth and Plassenburg,4,Bin 1 (Lowest)
the Republican political leader Grand Pensionary Johan de Witt,4,Bin 1 (Lowest)
"an Italian actor of the cinema, theatre and television",4,Bin 1 (Lowest)
a crisis in the stock markets,4,Bin 1 (Lowest)
"a Middle Age kingdom called Houghton Bottoms, ruled by the diminutive King Arthur and his Queen Edith",4,Bin 1 (Lowest)
Friesian imported from Germany and Holland,4,Bin 1 (Lowest)
the elbow with a pocket knife,4,Bin 1 (Lowest)
"notes of bergamot blossom, freesia, pepper blossom, acacia aura, lotus flower, osmanthus, iris, sandalwood and musk",4,Bin 1 (Lowest)
"an Italian missionary of the Salesians of Don Bosco order as well as a passionate mountaineer, explorer, geographer, ethnographer, photographer and cinematographer",4,Bin 1 (Lowest)
President Truman as U.S. ambassador,4,Bin 1 (Lowest)
full understanding of the necessity for a harsh but just vengeance,4,Bin 1 (Lowest)
"Potatoes, tomatoes, rice tobacco, lettuce, safflowers, and other plants",4,Bin 1 (Lowest)
his capacity as magister militum,4,Bin 1 (Lowest)
the High Renaissance prevailed-Thomas Gainsborough,4,Bin 1 (Lowest)
"central New Mexico, Arizona and southern California",4,Bin 1 (Lowest)
a village town in the neighbouring district of Dindigul called Vada Madurai,4,Bin 1 (Lowest)
shows like The View and The Tonight Show with Jay Leno,4,Bin 1 (Lowest)
the closure of Kahrizak prison,4,Bin 1 (Lowest)
Mac Raghnuill (Donald),4,Bin 1 (Lowest)
part of the Great Western Railway route,4,Bin 1 (Lowest)
the President of Poland and the Prime Minister of Poland,4,Bin 1 (Lowest)
"Ricardo Montalban, Red Skelton and Betty Garrett, who had also been in Take Me Out to the Ball Game",4,Bin 1 (Lowest)
"Amblypygids, particularly the species Phrynus marginemaculatus and Damon diadema",4,Bin 1 (Lowest)
a six-member Presidency,4,Bin 1 (Lowest)
a species of praying mantis found in Algeria,4,Bin 1 (Lowest)
an era of shrinking Pentagon budgets,4,Bin 1 (Lowest)
"cartoon characters, such as Walt Disney's Donald Duck, and Warner Bros.' Daffy Duck",4,Bin 1 (Lowest)
several Bangor class minesweepers,4,Bin 1 (Lowest)
your mongrel cluster,4,Bin 1 (Lowest)
several cover paintings and a few comic stories for the Warren Publishing horror magazines,4,Bin 1 (Lowest)
the all-time closed-course speed record,4,Bin 1 (Lowest)
a member of the Asian Network for Free Elections (ANFREL),4,Bin 1 (Lowest)
the highly successful Rocky Horror Show,4,Bin 1 (Lowest)
the United States President Gerald Ford and French president Giscard d'Estaing,4,Bin 1 (Lowest)
She and Max Rostal,4,Bin 1 (Lowest)
the debate on energy and climate change,4,Bin 1 (Lowest)
the Mine Ban Treaty's provisions,4,Bin 1 (Lowest)
any deal with Al-Qaeda,4,Bin 1 (Lowest)
the kind of political system a country chooses,4,Bin 1 (Lowest)
the missile shield effort,3,Bin 1 (Lowest)
the southern German city of Speyer,3,Bin 1 (Lowest)
the appointment of a bipartisan committee,3,Bin 1 (Lowest)
a princess of Brunswick-Wolfenbuttel,3,Bin 1 (Lowest)
Blackmore replacing Edwards,3,Bin 1 (Lowest)
a hype man in live concerts,3,Bin 1 (Lowest)
the website of The Sun Herald,3,Bin 1 (Lowest)
"his older brother, Abel Valdez Jr. ""We are a good family",3,Bin 1 (Lowest)
a glacier-look for a Tyrol advertisement,3,Bin 1 (Lowest)
"the battle, which was clearly propaganda",3,Bin 1 (Lowest)
small groups of British-trained Albanians,3,Bin 1 (Lowest)
warnign shots,3,Bin 1 (Lowest)
stricter monitoring of their operations,3,Bin 1 (Lowest)
formerly independent Estonia,3,Bin 1 (Lowest)
"classic, ""This Time I Know It's For Real "", under the name Young Divas",3,Bin 1 (Lowest)
races in Pennsylvania and Arkansas,3,Bin 1 (Lowest)
poster stamps (advertising posters in collectible stamp form),3,Bin 1 (Lowest)
the arrest of the secretary general of the Popular Congress Party,3,Bin 1 (Lowest)
their professional football careers end,3,Bin 1 (Lowest)
"several Indian Orders of Merit, as well as a number of Indian Distinguished Service Medals and Indian Meritorious Service Medals",3,Bin 1 (Lowest)
the routes for mountaineers,3,Bin 1 (Lowest)
the negotiations with serious intent,3,Bin 1 (Lowest)
part of the FA Premier Reserve League,3,Bin 1 (Lowest)
Ahmose-Henuttamehu's mummy,3,Bin 1 (Lowest)
the Chairman of the Executive Committee of the Riga City Soviet,3,Bin 1 (Lowest)
"the Cook County Bar Association, the Justice Coalition of Chicago and others",3,Bin 1 (Lowest)
Manchester's drizzly climate,3,Bin 1 (Lowest)
a wide variety of vehicles with which to battle his enemies,3,Bin 1 (Lowest)
New York high school men,3,Bin 1 (Lowest)
the memorials and prayer services of the past,3,Bin 1 (Lowest)
The Stripe-throated Wren (Cantorchilus leucopogon),3,Bin 1 (Lowest)
the spinning rate of silk,3,Bin 1 (Lowest)
An AT & T representative,3,Bin 1 (Lowest)
broad Israeli public support,3,Bin 1 (Lowest)
Tuesday's policy changes,3,Bin 1 (Lowest)
"Western Pueblo, Native American cultures which are located in the southwestern region of the United States",3,Bin 1 (Lowest)
"The El Cortez, a hotel and casino",3,Bin 1 (Lowest)
"her daughter, Joan Irvine Smith",3,Bin 1 (Lowest)
"the new executive producer, John Yorke",3,Bin 1 (Lowest)
the behavior of some of you,3,Bin 1 (Lowest)
"recent data from the Ulysses spacecraft, across the Solar System",3,Bin 1 (Lowest)
"a newfound respect for Black Bolt, as well as an unexpected degree of interest",3,Bin 1 (Lowest)
a soft drink that caters to gays,3,Bin 1 (Lowest)
"Other extensive parts, including the living room and the dispensary",3,Bin 1 (Lowest)
"his well-known monumental picture, the Arrival of the Hungarians",2,Bin 1 (Lowest)
Paul Gauguin's Vase de Fleurs (also known as Lilas),2,Bin 1 (Lowest)
Clement Desessard,2,Bin 1 (Lowest)
Individuals affiliated with the Church of Scientology,2,Bin 1 (Lowest)
"Edmonds, Mukilteo, and Seattle",2,Bin 1 (Lowest)
"the settlement Tubabodaga (""village of the whites "")",2,Bin 1 (Lowest)
re-sign various players,2,Bin 1 (Lowest)
slower but steady economic development,2,Bin 1 (Lowest)
the first synod held in Western Australia,2,Bin 1 (Lowest)
one of my favourite sights in the night sky,2,Bin 1 (Lowest)
"a parish church in the Church of England in Willoughby on the Wolds, Nottinghamshire, England",2,Bin 1 (Lowest)
labelmate Karen Clark-Sheard,2,Bin 1 (Lowest)
Federal NDP leadership candidate Brian Topp,2,Bin 1 (Lowest)
a free download as the UK iTunes Store's' Single of the Week,2,Bin 1 (Lowest)
eventual series champion Dale Jarrett,2,Bin 1 (Lowest)
"Jon Heder, Jeff Daniels and Diane Keaton",2,Bin 1 (Lowest)
"the remote mountainous region, where heavily armed tribesmen hold sway",2,Bin 1 (Lowest)
one of the primary school songs,2,Bin 1 (Lowest)
Southbank and Elsternwick,2,Bin 1 (Lowest)
"their international debut album, Identity Crisis",2,Bin 1 (Lowest)
tribal leaders and other activists,2,Bin 1 (Lowest)
"the Welsh team's new import, Indian captain Sourav Ganguly",2,Bin 1 (Lowest)
"the death, abduction and displacement of thousands of civilians",2,Bin 1 (Lowest)
"Mohammed M. Hossain and Yassin M. Aref, leaders of the Masjid as-Salam mosque in Albany, New York",2,Bin 1 (Lowest)
the non-State-owned economic sectors,2,Bin 1 (Lowest)
the Opole Voivodship in Silesia,2,Bin 1 (Lowest)
a very close match for the odd-footed enantiornithine bird,2,Bin 1 (Lowest)
"Time, the largest newsweekly",2,Bin 1 (Lowest)
the White house and the Nixon campaign,2,Bin 1 (Lowest)
Peruvian referee Georges Buckley,2,Bin 1 (Lowest)
the renowned group of Afghans,2,Bin 1 (Lowest)
Serbian label City Records and HAYAT Records,2,Bin 1 (Lowest)
a branch to the important city of Wells,2,Bin 1 (Lowest)
"Japan's third largest advertising agency, after Dentsu and Hakuhodo",2,Bin 1 (Lowest)
"Montana Mountain, Mount Nansen, and the Bennett Lake, Mount Skukum and Sifton Range volcanic complexes",2,Bin 1 (Lowest)
three west Hungarian villages,2,Bin 1 (Lowest)
minimum and maximum requirements on rake and trail,2,Bin 1 (Lowest)
Pakistan in a daring night raid by the US,2,Bin 1 (Lowest)
"the squad, which dropped from Premier League runner-up to seventh place last season--denying them a spot in this season's Champions League",2,Bin 1 (Lowest)
"the unit, along with its commander",2,Bin 1 (Lowest)
